"BehaviorSpace results (NetLogo 6.2.0)"
"abm_household_individual_levels.nlogo"
"gini_phase_diagram"
"04/06/2021 23:19:22:420 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-100","100","-100","100"
"[run number]","change_inequality","homogeneity_mode","deforestation_per_step_worker_ha","scaling_param_migration","inequality_distribution_mode","internal_validation_mode","mig_coeff_sna_input","mig_coeff_age_input","desired_gini_level","export_sim_csv_files","remittances_usage_scaling_param","probability_remittances_agriculture_invest","time_frame","[step]","((sum [agriculture_land] of households) - t_0_land_amount ) / t_0_land_amount","gini-index-reserve","gini-index-reserve-relative","global_abandoned_land","count individuals with [member_migrated = TRUE] / count individuals","sum [workers] of households","global_deforested_land","global_household_index"
"19","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","1","0.014546965918536754","30.168271200327673","7.2353295132903455","9.570000000000002","0.22159447583176398","739","22.16999999999997","1000"
"22","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","1","0.014269880853421095","30.182591176068765","6.206825984318848","9.92999999999999","0.22284996861268047","743","22.28999999999999","1000"
"17","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","4","0.052091992241618576","31.957696865946758","12.143360996867312","43.98000000000015","0.26804770872567485","765","89.10000000000082","1000"
"21","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","2","0.02808949847603232","30.75919999101616","7.469108153855039","20.219999999999963","0.23038292529817953","746","44.55000000000007","1000"
"20","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","2","0.02673870878359626","30.727094858993354","8.320770976277515","20.60999999999999","0.2391713747645951","733","43.77000000000012","1000"
"23","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","1","0.014027431421445701","30.211929728683454","6.489591896914277","9.749999999999996","0.22096672944130571","730","21.899999999999977","1000"
"24","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","1","0.014165973954003333","30.216921097867726","6.686254617486741","9.869999999999994","0.2197112366603892","738","22.139999999999976","1000"
"18","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","3","0.03958852867830393","31.38156477316894","10.37632560589685","31.59000000000005","0.2504708097928437","730","65.88000000000025","1000"
"19","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","2","0.02802022720975337","30.718540480442005","8.788137354059531","19.94999999999998","0.24105461393596986","735","44.22000000000005","1000"
"22","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","2","0.027466057079523366","30.747154334513137","7.80648879188786","20.66999999999998","0.2379158819836786","739","44.46000000000013","1000"
"21","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","3","0.04156275976724802","31.365190210162226","8.946355001254185","31.169999999999973","0.24105461393596986","754","67.17000000000031","1000"
"17","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","5","0.06321003047935743","32.58735381307616","14.056399669785275","56.8200000000003","0.2812303829252982","749","111.57000000000139","1000"
"20","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","3","0.03917290108063169","31.30344743303442","9.858731256986575","31.89","0.25486503452605147","735","65.82000000000038","1000"
"23","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","2","0.02750069271266324","30.848446032495062","8.668676256802458","20.249999999999986","0.23477715003138733","739","44.07000000000008","1000"
"24","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","2","0.026704073150457187","30.788539171698734","8.123376895585134","20.78999999999998","0.24105461393596986","726","43.92000000000009","1000"
"18","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","4","0.05226517040731476","31.938305739332648","11.538026254212397","43.11000000000018","0.26490897677338354","750","88.38000000000082","1000"
"19","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","3","0.04003879190911604","31.30918920118998","11.258563817669097","31.409999999999986","0.2598870056497175","729","66.09000000000029","1000"
"22","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","3","0.039553893045164844","31.34656049399168","10.083630556274441","32.220000000000006","0.2542372881355932","734","66.48000000000036","1000"
"17","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","6","0.07412025491825983","33.28018186508445","15.778086390046635","70.29000000000055","0.2919020715630885","764","134.490000000002","1000"
"20","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","4","0.050775838182321856","31.901070165029537","11.2971410903255","44.25000000000017","0.2699309478970496","747","88.23000000000097","1000"
"21","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","4","0.0550360210584649","31.99516321416452","11.014292777578792","42.72000000000012","0.2529817953546767","774","90.39000000000085","1000"
"23","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","3","0.04021197007481262","31.491681372712208","10.33849810825122","31.260000000000005","0.24795982423101068","734","66.09000000000032","1000"
"24","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","3","0.03823773898586893","31.381460724134847","9.645309532228797","32.52000000000001","0.25925925925925924","724","65.64000000000033","1000"
"18","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","5","0.06390274314214492","32.50118826708334","13.740785458999147","55.50000000000033","0.27746390458254866","749","110.85000000000137","1000"
"19","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","4","0.05184954280964331","31.90152238576617","13.76861475947296","43.590000000000146","0.27432517263025735","747","88.50000000000081","1000"
"22","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","4","0.051156830146854744","31.951321844761438","11.70519732385842","44.52000000000016","0.26867545511613306","745","88.8300000000009","1000"
"17","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","7","0.08388750346356341","33.97888839181092","17.369835896928436","84.3600000000009","0.3075957313245449","751","157.02000000000282","1000"
"20","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","5","0.06099334995843755","32.470810346140794","13.559490861121796","57.36000000000034","0.2900188323917137","732","110.19000000000159","1000"
"21","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","5","0.06726239955666427","32.61997793210872","12.515470102315664","55.11000000000027","0.2667922159447583","766","113.37000000000143","1000"
"23","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","4","0.05278470490440608","32.16718208536204","12.186560317931782","43.11000000000018","0.2630257376020088","758","88.8300000000009","1000"
"18","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","6","0.07623302853976192","33.08020897027425","14.382144153215885","68.3100000000006","0.290646578782172","783","134.340000000002","1000"
"19","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","5","0.06241341091715189","32.48527526026378","14.551429259026586","56.400000000000325","0.2900188323917137","732","110.46000000000141","1000"
"24","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","4","0.04928650595732962","31.970391153655697","11.316354047760964","45.12000000000018","0.2730696798493409","739","87.81000000000093","1000"
"22","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","5","0.06213632585203675","32.583197460814354","13.636455241513827","57.540000000000305","0.28185812931575643","751","111.36000000000145","1000"
"17","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","8","0.0937586589082858","34.60314343920533","19.124841307547328","98.61000000000122","0.3258003766478343","760","179.8200000000037","1000"
"20","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","6","0.07124549736769166","33.03379783805913","15.375085489622268","70.86000000000062","0.3032015065913371","746","132.57000000000218","1000"
"21","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","6","0.07931559988916576","33.238099822433284","14.589810516264599","68.10000000000048","0.28311362209667296","781","136.80000000000211","1000"
"23","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","5","0.06452618453865348","32.8618946911772","13.46549512180508","55.590000000000366","0.2768361581920904","755","111.48000000000144","1000"
"18","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","7","0.08759351620947657","33.61958748659803","16.419767827719895","81.72000000000101","0.3044569993722536","775","157.59000000000287","1000"
"19","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","6","0.07228456636187311","33.07313974396239","16.109440038765776","69.90000000000062","0.30257376020087884","735","132.510000000002","1000"
"22","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","6","0.07252701579384836","33.228304161553496","15.075999265724903","71.34000000000056","0.29817953546767106","760","134.1600000000021","1000"
"24","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","5","0.05908839013577228","32.586053153683444","14.064713574544536","58.83000000000036","0.29441305712492155","740","110.0100000000015","1000"
"17","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","9","0.10314491548905584","35.2012872841444","20.61406484263311","113.43000000000158","0.3421217827997489","765","202.77000000000456","1000"
"20","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","7","0.08097811027985602","33.58108512228981","16.472744579690435","84.99000000000106","0.32077840552416825","752","155.13000000000304","1000"
"21","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","7","0.09012191742865065","33.89259918239391","17.036381654882735","81.96000000000083","0.3032015065913371","774","160.020000000003","1000"
"23","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","6","0.07644084233859864","33.55772922766708","14.19025720110022","68.55000000000062","0.28688010043942247","776","134.7600000000021","1000"
"18","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","8","0.09843446938210015","34.092955792394505","18.744788186501026","95.34000000000144","0.32077840552416825","767","180.60000000000375","1000"
"19","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","7","0.08243280687170998","33.67876189257215","18.140773420995806","83.82000000000103","0.31512868801004396","757","155.22000000000287","1000"
"22","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","7","0.08167082294264286","33.88354146653853","16.732012017581287","86.01000000000096","0.3163841807909605","753","156.75000000000296","1000"
"24","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","6","0.06892490994735402","33.20814161968326","15.089536359030042","72.78000000000068","0.3044569993722536","749","132.48000000000212","1000"
"20","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","8","0.09057218065946315","34.069637204772306","17.82779793659711","99.42000000000152","0.3339610797237916","758","177.8700000000039","1000"
"17","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","10","0.11163064560820074","35.85984317391071","22.441117353811187","129.30000000000197","0.35655994978028877","774","225.99000000000544","1000"
"21","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","8","0.10096287060127543","34.46967838005051","18.274692678563174","95.8500000000012","0.3157564344005022","776","183.30000000000388","1000"
"23","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","7","0.08721252424494329","34.23518105553784","16.562890612964054","82.230000000001","0.30382925298179536","767","157.77000000000297","1000"
"18","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","9","0.10889443059019163","34.57907504581039","19.748967252433093","109.6500000000019","0.3339610797237916","779","203.97000000000463","1000"
"19","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","8","0.09223469105015238","34.26614872364037","19.884854405291343","98.22000000000145","0.327683615819209","763","178.11000000000374","1000"
"22","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","8","0.09043363812690433","34.46845387457772","18.18903816406688","100.92000000000138","0.3314500941619586","750","179.2500000000038","1000"
"20","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","9","0.09975062344139712","34.55307802133195","19.145060822275823","114.42000000000202","0.35091023226616447","765","200.82000000000477","1000"
"24","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","7","0.0782072596287055","33.84524038976332","16.591582241231404","87.39000000000102","0.3182674199623352","755","155.13000000000298","1000"
"17","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","11","0.12025491825990707","36.554981861653864","23.651558270103685","145.7700000000026","0.3691148775894539","798","249.93000000000632","1000"
"21","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","9","0.1107301191465777","35.05082790233556","20.051022709824355","110.70000000000161","0.33584431889516636","777","206.61000000000476","1000"
"18","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","10","0.11876558603491232","35.052279083206855","20.695199249127178","124.44000000000236","0.3483992467043315","778","227.31000000000552","1000"
"23","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","8","0.09680659462455003","34.89229587056978","18.54476352016475","96.3600000000014","0.327683615819209","748","180.21000000000382","1000"
"19","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","9","0.10272928789138293","34.817597420273444","21.48939947007371","112.44000000000189","0.34149403640929066","777","201.42000000000462","1000"
"22","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","9","0.09888473261291252","35.074332062071186","18.95709895061289","116.40000000000177","0.34588826114249843","760","202.05000000000467","1000"
"20","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","10","0.10757827653089491","35.086351033001826","21.13313230357556","130.32000000000255","0.3709981167608286","756","223.50000000000563","1000"
"17","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","12","0.12780548628428973","37.27314047048703","25.222322837876685","162.93000000000325","0.38292529817953547","790","273.6300000000045","1000"
"24","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","8","0.08755888057633776","34.42664543524418","17.98688270777801","102.09000000000137","0.33207784055241685","760","177.93000000000384","1000"
"21","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","10","0.11987392629537219","35.65453252095375","21.265662006373308","126.21000000000201","0.3483992467043315","781","230.04000000000565","1000"
"18","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","11","0.127874757550568","35.54170249355111","22.230145928443292","140.01000000000295","0.3653483992467043","782","250.7700000000064","1000"
"23","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","9","0.10591576614020531","35.55515189476981","19.504403666872737","111.27000000000184","0.3465160075329567","760","203.01000000000468","1000"
"19","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","10","0.11277362150180033","35.34187209495347","22.41724426234075","126.90000000000235","0.3559322033898305","772","224.5800000000055","1000"
"22","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","10","0.10636602937101675","35.691346043473196","20.627705107143928","132.84000000000225","0.36472065285624605","764","224.97000000000554","1000"
"20","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","11","0.11419368246051573","35.65169365952724","22.361659510676045","147.3300000000032","0.386691776522285","758","246.2400000000065","1000"
"17","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","13","0.13438625658077133","37.95999226510338","26.15563291576584","180.5100000000039","0.3935969868173258","776","296.910000000002","1000"
"24","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","9","0.09545580493211463","35.03257661987262","20.383038065842715","117.63000000000174","0.34965473948524795","746","200.31000000000466","1000"
"21","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","11","0.1284981989470771","36.28549505862128","24.93069355370526","142.4100000000026","0.3615819209039548","789","253.71000000000654","1000"
"18","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","12","0.13663757273483","36.052675950472796","23.196724937081143","156.21000000000356","0.37915881983678595","793","274.560000000005","1000"
"23","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","10","0.11440149625935166","36.24220668220665","20.891745841282553","127.05000000000229","0.35969868173258","771","226.14000000000553","1000"
"19","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","11","0.12191742865059614","35.91096567053589","23.70638410361333","142.68000000000293","0.3728813559322034","790","248.2800000000064","1000"
"20","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","12","0.12098226655583284","36.19027756321124","22.888098454235426","164.31000000000384","0.3992467043314501","762","269.1000000000056","1000"
"22","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","11","0.11436686062621229","36.32574957004619","21.683727159385814","149.61000000000288","0.37350910232266166","790","248.67000000000644","1000"
"17","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","14","0.14082848434469372","38.65039366891326","27.36542850971197","198.4800000000046","0.40364092906465787","785","320.4599999999997","1000"
"24","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","10","0.10352590745358874","35.635112938493194","21.734839796911103","133.50000000000225","0.36220966729441306","762","223.17000000000553","1000"
"21","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","12","0.13639512330285433","36.91502590673572","26.14468823179379","159.30000000000325","0.37790332705586943","791","277.4400000000048","1000"
"18","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","13","0.14481158215572135","36.51899474581223","23.757630648347778","172.59000000000418","0.3935969868173258","782","298.02000000000317","1000"
"19","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","12","0.1308880576336934","36.47050115871893","25.75348840860452","158.49000000000353","0.3860640301318267","786","271.86000000000496","1000"
"23","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","11","0.12215987808257116","36.96427873288264","21.849769068501992","143.5200000000029","0.3741368487131199","773","249.33000000000638","1000"
"20","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","13","0.12680105292324761","36.7544646973842","24.517033686231116","181.8600000000045","0.4124293785310734","753","291.69000000000386","1000"
"22","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","12","0.12084372402327467","37.02712112316264","23.83634364078422","167.25000000000355","0.3898305084745763","775","271.92000000000496","1000"
"17","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","15","0.14657799944582967","39.396930884485194","29.58408344720975","216.9600000000053","0.4155681104833647","782","343.91999999999746","1000"
"21","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","13","0.1444305901911891","37.547283255654406","26.94442137997972","176.3100000000039","0.3935969868173258","799","301.4100000000025","1000"
"24","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","11","0.11131892490994823","36.251542728916014","23.68197817641128","150.09000000000287","0.37727558066541117","778","246.51000000000641","1000"
"18","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","14","0.1523621501801061","37.011431376674366","24.59060823565706","189.69000000000483","0.4074074074074074","788","321.66000000000105","1000"
"23","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","12","0.12835965641451974","37.671444942394636","23.5401461226555","161.04000000000357","0.39296924042686754","763","272.220000000005","1000"
"19","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","13","0.13843862565807685","37.060320261239","27.355577096299676","175.23000000000417","0.40364092906465787","776","295.14000000000243","1000"
"20","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","14","0.13192712662787498","37.3177891333394","25.822183576122956","200.2200000000052","0.42812303829252984","760","314.4900000000018","1000"
"22","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","13","0.1264546965918539","37.75239061587184","24.806887093531508","185.43000000000424","0.4011299435028249","768","294.96000000000316","1000"
"21","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","14","0.1506303685231365","38.19886015873492","27.310917573786703","194.28000000000458","0.4105461393596987","778","324.75000000000006","1000"
"24","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","12","0.11762261014131417","36.912947812073845","24.900538377837645","167.67000000000354","0.39610797237915885","768","269.55000000000535","1000"
"18","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","15","0.15980881130507113","37.51308009317326","26.38471410827232","206.97000000000548","0.4180790960451977","791","345.3899999999995","1000"
"23","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","13","0.13365890828484317","38.37856058985872","25.393419598928002","179.22000000000426","0.40991839296924043","759","294.99000000000285","1000"
"19","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","14","0.14602382931560054","37.59009308510638","27.62718832010767","191.9700000000048","0.4124293785310734","777","318.45000000000016","1000"
"20","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","15","0.13629121640343592","37.88812346958473","26.887834814951574","218.7900000000059","0.4387947269303202","745","336.83999999999963","1000"
"22","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","14","0.13158077029648102","38.47648781284116","26.07292970919879","204.21000000000495","0.4124293785310734","774","318.18000000000114","1000"
"21","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","15","0.15613743419229717","38.86044537647286","28.650272662585948","212.40000000000526","0.4243565599497803","763","347.63999999999794","1000"
"24","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","13","0.12364921030756498","37.55781599983559","26.149730188286505","185.46000000000421","0.4086629001883239","767","292.56000000000324","1000"
"23","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","14","0.1384732612912166","39.0941790893418","27.237785294816806","198.24000000000498","0.42812303829252984","773","318.1800000000004","1000"
"19","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","15","0.15270850651149925","38.14016005128046","27.8168091444993","209.01000000000545","0.4256120527306968","761","341.2799999999981","1000"
"22","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","15","0.13663757273482985","39.207605814059775","27.445421047584183","223.17000000000567","0.4243565599497803","778","341.5199999999991","1000"
"24","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","14","0.12867137711277446","38.217632798355154","27.317172442327216","204.00000000000492","0.42310106716886375","763","315.45000000000084","1000"
"23","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","15","0.14259490163480215","39.81013873311302","28.650898945539296","217.3800000000057","0.43628374136848713","757","340.889999999998","1000"
"24","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","15","0.13372817955112212","38.85481522215083","28.595915618472088","222.60000000000562","0.4350282485875706","766","338.4299999999987","1000"
"25","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","0","3.937615604101415E-16","34.12592361688371","4.9976543947640515","0","0.20464532328939108","707","0","1000"
"25","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","1","0.013715710723192148","30.175447587809163","5.940639123334813","9.989999999999991","0.2222222222222222","729","21.869999999999965","1000"
"26","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","0","1.3125385347004715E-16","34.12592361688371","4.9976543947640515","0","0.20464532328939108","707","0","1000"
"29","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","0","0","34.12592361688371","4.9976543947640515","0","0.20464532328939108","707","0","1000"
"27","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","0","1.3125385347004713E-16","34.12592361688371","4.9976543947640515","0","0.20464532328939108","707","0","1000"
"26","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","1","0.01395816015516807","30.20943922573294","6.433442180942489","9.959999999999997","0.22159447583176398","735","22.04999999999997","1000"
"25","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","2","0.026807980049875873","30.759292990622612","7.654238852293929","20.75999999999998","0.2391713747645951","737","43.98000000000003","1000"
"28","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","0","0","34.12592361688371","4.997699472443852","0","0.20464532328939108","707","0","1000"
"29","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","1","0.014096702687725041","30.172387490465244","6.239141966853848","9.899999999999995","0.22033898305084745","737","22.10999999999999","1000"
"27","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","1","0.014200609587143987","30.185108029961494","6.053761697438348","9.839999999999996","0.21908349026993096","738","22.139999999999954","1000"
"26","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","2","0.026946522582433373","30.80509274873521","8.125798122398637","20.7","0.23728813559322035","733","44.04000000000006","1000"
"30","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","0","-1.3125385347004713E-16","34.12592361688371","4.9976543947640515","0","0.20464532328939108","707","0","1000"
"25","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","3","0.03913826544749276","31.288491878319206","9.271066204779025","32.01","0.256120527306968","731","65.9100000000003","1000"
"28","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","1","0.013854253255748988","30.20270793477269","6.595516168845179","9.95999999999999","0.22159447583176398","732","21.95999999999999","1000"
"29","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","2","0.027015793848711788","30.7621857997212","7.857955763727324","20.64","0.24042686754551162","731","44.040000000000084","1000"
"31","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","0","3.9376156041014143E-16","34.12592361688371","4.9976543947640515","0","0.20464532328939108","707","0","1000"
"27","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","2","0.027535328345802447","30.728980573251945","8.266508467899348","20.519999999999968","0.23603264281230382","741","44.37000000000003","1000"
"26","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","3","0.03889581601551683","31.43337222870474","10.413920416098266","32.10000000000002","0.2529817953546767","725","65.79000000000032","1000"
"30","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","1","0.013542532557494383","30.170169383407885","6.116139919656734","10.019999999999996","0.22284996861268047","725","21.749999999999975","1000"
"25","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","4","0.051018287614298316","31.804152249134923","10.538661892300851","44.100000000000165","0.2711864406779661","746","88.29000000000082","1000"
"28","on","off","0.03","1.2","relative","off","0.6","0","5","false","0.8","0.05","empirical_data","2","0.02666943751731784","30.76599644648356","7.905699155464127","20.789999999999992","0.24042686754551162","731","43.890000000000114","1000"
